frame_index,avg_motion,Rdev,Ldev
2328,0.0,0.0,0.0
2329,0.0,0.0011630579130230358,0.00042490646695118346
2330,0.0,0.00016646957592932182,0.0018119515878130342
2331,0.0,0.000947951416482753,0.0007046844678173147
2332,0.0,0.0031348770891478635,0.00434800788161113
2333,0.0,0.0060226891128902,0.01763113014297892
2334,0.0,0.015030426569416729,0.03176874754450633
2335,0.0,0.018517311400991235,0.036729824903174384
2336,0.0,0.050528420480214026,0.04190327820139022
2337,0.0,0.04803948729305865,0.031072892861671517
2338,0.0,0.06178136656197326,0.040349768852671976
2339,0.0,0.04865188926885562,0.03025751554452326
2340,0.0,0.04321478522730157,0.013434890227420008
2341,0.0,0.025038544257494976,0.008801595611501158
2342,0.0,0.01945956638586928,0.007658444777024938
2343,0.0,0.01693220235719625,0.026572482587742106
2344,0.0,0.0085853787924149,0.016825064084697246
2345,0.0,0.012951097953318167,0.008271553680117177
2346,0.0,0.01967823725281582,0.005097864537099161
2347,0.0,0.0419719244222479,0.008803169290542898
2348,0.0,0.012430608019366147,0.004942655432894756
2349,0.0,0.024445518852510992,0.005550934614628047
2350,0.0,0.007481821009155983,0.005704997182231507
2351,0.0,0.018000675911095387,0.004584479970217731
2352,0.0,0.03086869611217114,0.0024438033032732733
2353,0.0,0.03188336809971701,0.0019577227776544728
2354,0.0,0.02300217752122973,0.0021629104312737243
2355,0.0,0.01089511984580702,0.0007275224430551382
2356,0.0,0.00581326112888672,0.00851308918953351
2357,0.0,0.014980706738485824,0.004581068629160357
2358,0.0,0.05110861638936086,0.0007782995968100086
2359,0.0,0.03727079622844079,0.0008059620438695293
2360,0.0,0.011603097699545569,0.000741047174587116
2361,0.0,0.003549808928542269,0.000406010347317029
2362,0.0,0.0058336628791460865,0.00030688063060974486
2363,0.0,0.0051744963974097325,0.01258197425878272
2364,0.0,0.00838389075449563,0.014974852371003206
2365,0.0,0.015326023152920577,0.016317662069978416
2366,0.0,0.01001993590460489,0.009917349659059348
2367,0.0,0.008210020801804014,0.006589820860175562
2368,0.0,0.010937543001045847,0.005182551880600378
2369,0.0,0.006415815591273182,0.002693772061438645
2370,0.0,0.008582331428705332,0.0024516641764639633
2371,0.0,0.004015633797367142,0.0026969674142442845
2372,0.0,0.0017176991294146071,0.0012212193323580907
2373,0.0,0.0010807270112781534,0.001045851796814777
2374,0.0,0.0008012799423257627,0.0019897336801598174
2375,0.0,0.00462477127968239,0.0017509644206923282
2376,0.0,0.016581581361983674,0.002392583816098788
2377,0.0,0.024355404847911,0.00037766802055297767
2378,0.0,0.041783903802383476,0.0015484985669556124
2379,0.0,0.05873269400555909,0.002842718334432443
2380,0.0,0.03667918071061965,0.004193664807278098
2381,0.0,0.019914305477842096,0.0049683813172635375
2382,0.0,0.008857612234247764,0.001026755534670616
2383,0.0,0.011595589458537881,0.001456052940537215
2384,0.0,0.0052295935780590375,0.004910230683626321
2385,0.0,0.0013616283885391266,0.006982360217764318
2386,0.0,0.002707973535162632,0.0068517318657261945
2387,0.0,0.0011658290284502118,0.0027596651051443226
2388,0.0,0.001767716906029781,0.004133894298504601
2389,0.0,0.0022602516202638156,0.00015687654896247706
2390,0.0,0.00189231719766358,0.0016722135908315025
2391,0.0,0.0005271913001230062,0.0038870120476741073
2392,0.0,0.00117369618853771,0.0007410147724119617
2393,0.0,0.002666150405361486,0.0010156910320492617
2394,0.0,0.003599322196761992,0.000770465678332553
2395,0.0,0.002785263057899884,0.00021313464183480492
2396,0.0,0.0012782643261675314,0.000949122294006728
2397,0.0,0.0005469460983696151,0.0002125943941386948
2398,0.0,0.00045641897511788834,3.5678894270871736e-05
