Frame number,Rdev,Ldev,pose_0.x,pose_0.y,pose_0.z,pose_1.x,pose_1.y,pose_1.z,pose_2.x,pose_2.y,pose_2.z,pose_3.x,pose_3.y,pose_3.z,pose_4.x,pose_4.y,pose_4.z,pose_5.x,pose_5.y,pose_5.z,pose_6.x,pose_6.y,pose_6.z,pose_7.x,pose_7.y,pose_7.z,pose_8.x,pose_8.y,pose_8.z,pose_9.x,pose_9.y,pose_9.z,pose_10.x,pose_10.y,pose_10.z,pose_11.x,pose_11.y,pose_11.z,pose_12.x,pose_12.y,pose_12.z,pose_13.x,pose_13.y,pose_13.z,pose_14.x,pose_14.y,pose_14.z,pose_15.x,pose_15.y,pose_15.z,pose_16.x,pose_16.y,pose_16.z,pose_17.x,pose_17.y,pose_17.z,pose_18.x,pose_18.y,pose_18.z,pose_19.x,pose_19.y,pose_19.z,pose_20.x,pose_20.y,pose_20.z,pose_21.x,pose_21.y,pose_21.z,pose_22.x,pose_22.y,pose_22.z,pose_23.x,pose_23.y,pose_23.z,pose_24.x,pose_24.y,pose_24.z,pose_25.x,pose_25.y,pose_25.z,pose_26.x,pose_26.y,pose_26.z,pose_27.x,pose_27.y,pose_27.z,pose_28.x,pose_28.y,pose_28.z,pose_29.x,pose_29.y,pose_29.z,pose_30.x,pose_30.y,pose_30.z,pose_31.x,pose_31.y,pose_31.z,pose_32.x,pose_32.y,pose_32.z,avg_motion,keyFrame
670,0.0,0.0,0.5300215482711792,0.22695523500442505,-0.39497941732406616,0.5504453778266907,0.1953064203262329,-0.3637220859527588,0.5608131289482117,0.19553057849407196,-0.3638669550418854,0.5715511441230774,0.19621992111206055,-0.364041805267334,0.5113295912742615,0.1963980793952942,-0.36931338906288147,0.4988004267215729,0.19735407829284668,-0.36943501234054565,0.4881090223789215,0.19766366481781006,-0.3697355389595032,0.5907231569290161,0.2106345295906067,-0.18257863819599152,0.4743586480617523,0.2128009796142578,-0.20611004531383514,0.5543322563171387,0.25604552030563354,-0.3253076672554016,0.5069242119789124,0.2590711712837219,-0.3323959410190582,0.6776303648948669,0.39559561014175415,-0.06598902493715286,0.40579473972320557,0.39793533086776733,-0.16922211647033691,0.7304646968841553,0.6024219393730164,0.10096465796232224,0.3750115633010864,0.620373010635376,-0.13185448944568634,0.7551924586296082,0.7902557253837585,0.047040726989507675,0.3843987286090851,0.8145679831504822,-0.2491217702627182,0.7623530626296997,0.8489727973937988,0.011307185515761375,0.3670370578765869,0.8835636377334595,-0.2843484878540039,0.7435762882232666,0.8492680788040161,-0.02906154654920101,0.39139658212661743,0.8780922889709473,-0.34903228282928467,0.7347586154937744,0.834606945514679,0.03261362016201019,0.40300899744033813,0.855350136756897,-0.2739541530609131,0.656984806060791,0.786501407623291,0.04074909910559654,0.4945424795150757,0.8063677549362183,-0.04002825915813446,0.6879719495773315,1.0889949798583984,-0.07637997716665268,0.490366667509079,1.1000399589538574,0.10682597756385803,0.7084325551986694,1.3165885210037231,0.48680809140205383,0.5053884983062744,1.3119697570800781,0.6426092982292175,0.7089588642120361,1.353135347366333,0.5348066091537476,0.5079558491706848,1.3473283052444458,0.6922019720077515,0.7210087180137634,1.4187109470367432,0.3545014560222626,0.5198495388031006,1.4058629274368286,0.488237202167511,0.0,0
671,6.870622128967527e-05,0.00020831106204948939,0.5301849246025085,0.22617213428020477,-0.41352900862693787,0.5503396987915039,0.19523699581623077,-0.3827028274536133,0.5607943534851074,0.19541412591934204,-0.38275134563446045,0.5715530514717102,0.19594767689704895,-0.38284382224082947,0.5115252137184143,0.19598892331123352,-0.386711448431015,0.4988093376159668,0.19660116732120514,-0.3867367208003998,0.48810243606567383,0.19692319631576538,-0.38702458143234253,0.5904853343963623,0.20962689816951752,-0.1916789710521698,0.4740745723247528,0.21169333159923553,-0.2119092494249344,0.5543238520622253,0.25589677691459656,-0.34067198634147644,0.5077763199806213,0.2590707838535309,-0.3462081849575043,0.6775094270706177,0.39551183581352234,-0.0737260952591896,0.40609678626060486,0.3977266252040863,-0.1741672307252884,0.731291651725769,0.6034386157989502,0.05443725734949112,0.3749629855155945,0.6180076003074646,-0.1775425374507904,0.7553964257240295,0.790213406085968,-0.08668462932109833,0.38446682691574097,0.8145771026611328,-0.38411861658096313,0.7640872001647949,0.8488664627075195,-0.14047902822494507,0.36780667304992676,0.8834894299507141,-0.444375604391098,0.7436632513999939,0.8492681980133057,-0.19548781216144562,0.39181214570999146,0.8781044483184814,-0.50694739818573,0.7347862720489502,0.8341972827911377,-0.10885944962501526,0.40319108963012695,0.8555547595024109,-0.41177889704704285,0.6571985483169556,0.7927924394607544,0.04112233594059944,0.49262627959251404,0.8103042840957642,-0.040300171822309494,0.6773488521575928,1.1000593900680542,-0.03875377029180527,0.4892168939113617,1.1102204322814941,0.07900887727737427,0.7012131214141846,1.338696837425232,0.4936959147453308,0.505183219909668,1.3522428274154663,0.49970942735671997,0.7058197259902954,1.3758844137191772,0.5386720895767212,0.5070397853851318,1.387790560722351,0.5335737466812134,0.7010830044746399,1.4368115663528442,0.3520759344100952,0.525945782661438,1.4516966342926025,0.2826797068119049,0.0,0
672,0.0022978804123112697,0.0003782654929186152,0.530617356300354,0.22564689815044403,-0.4120127856731415,0.55031818151474,0.19516220688819885,-0.38143277168273926,0.5607907772064209,0.1952800750732422,-0.3814796209335327,0.571560800075531,0.19564728438854218,-0.38156601786613464,0.511953592300415,0.19579407572746277,-0.38560858368873596,0.4989255964756012,0.1962774395942688,-0.3856232762336731,0.48814284801483154,0.196590393781662,-0.3859073519706726,0.5901774764060974,0.20888346433639526,-0.19117683172225952,0.4739813506603241,0.2110247164964676,-0.2117338627576828,0.5543495416641235,0.25573956966400146,-0.33953529596328735,0.5087725520133972,0.25910016894340515,-0.3453030586242676,0.6773025989532471,0.39523160457611084,-0.07365535199642181,0.4065101146697998,0.3968867063522339,-0.1744377464056015,0.7315880656242371,0.6034711599349976,0.05467451363801956,0.37468716502189636,0.6144943833351135,-0.19388578832149506,0.7556345462799072,0.7899194955825806,-0.07709562033414841,0.3843313753604889,0.8122832179069519,-0.4150089919567108,0.7659125328063965,0.848365068435669,-0.12847702205181122,0.36779966950416565,0.8808104991912842,-0.4765380918979645,0.7439882755279541,0.8490771651268005,-0.18486717343330383,0.3918627202510834,0.8767330050468445,-0.5385000705718994,0.7349316477775574,0.8335596323013306,-0.0995311364531517,0.4032920002937317,0.8548797369003296,-0.44261929392814636,0.6574228405952454,0.7958098649978638,0.04117141291499138,0.4915415644645691,0.8125351071357727,-0.04032206907868385,0.6718448400497437,1.102903962135315,-0.016332294791936874,0.4888804256916046,1.1127787828445435,0.07130224257707596,0.696121096611023,1.3449950218200684,0.4929251968860626,0.505051851272583,1.3605985641479492,0.4614357352256775,0.7023081183433533,1.3816827535629272,0.5344946384429932,0.5064406991004944,1.395538091659546,0.49220824241638184,0.692033588886261,1.4419080018997192,0.33968690037727356,0.5281515121459961,1.4601013660430908,0.24231421947479248,0.0,0
673,0.0013993383266351297,0.000411552915519375,0.5307508111000061,0.22506548464298248,-0.4110803008079529,0.5502270460128784,0.19490201771259308,-0.38052472472190857,0.5607281923294067,0.1949850618839264,-0.3805636465549469,0.5715552568435669,0.19523367285728455,-0.38064366579055786,0.5121903419494629,0.19531573355197906,-0.3846518099308014,0.49899956583976746,0.19560553133487701,-0.38466015458106995,0.48820021748542786,0.1958518922328949,-0.3849414885044098,0.589950442314148,0.2083517462015152,-0.1909829080104828,0.4739537239074707,0.21013730764389038,-0.2101408839225769,0.5543447732925415,0.2555515766143799,-0.3387083411216736,0.5092848539352417,0.25909268856048584,-0.3445327579975128,0.6771756410598755,0.39497512578964233,-0.07305148243904114,0.4071400761604309,0.39609411358833313,-0.17434054613113403,0.7318475842475891,0.6034789085388184,0.0547754280269146,0.3744390308856964,0.6121448874473572,-0.1988770067691803,0.7556739449501038,0.7895098328590393,-0.08563666045665741,0.3843308985233307,0.8108838796615601,-0.4274020493030548,0.7667579054832458,0.8479624390602112,-0.13889078795909882,0.36806491017341614,0.8781662583351135,-0.4912891089916229,0.7440595626831055,0.8488196134567261,-0.19667433202266693,0.3926796317100525,0.8750132322311401,-0.5524488687515259,0.7349425554275513,0.8330231308937073,-0.1090606153011322,0.40397730469703674,0.8540863990783691,-0.45486801862716675,0.657585084438324,0.797590434551239,0.041585925966501236,0.49110639095306396,0.8140021562576294,-0.04064657539129257,0.6698912978172302,1.1047282218933105,-0.012619313783943653,0.4831642806529999,1.088236927986145,0.061009038239717484,0.6936527490615845,1.348955750465393,0.49228987097740173,0.5050117373466492,1.3633068799972534,0.4430578052997589,0.7004741430282593,1.3855363130569458,0.5320247411727905,0.5060141086578369,1.3982090950012207,0.4729612469673157,0.6879873871803284,1.445099115371704,0.3317737281322479,0.5297890901565552,1.462552547454834,0.21953795850276947,0.0,0
674,0.0005134064899848966,2.1891058510406526e-05,0.530800998210907,0.22417083382606506,-0.4102197587490082,0.5501155257225037,0.19442656636238098,-0.3796149492263794,0.5606380105018616,0.1944783627986908,-0.3796674609184265,0.5715472102165222,0.1946406066417694,-0.37975960969924927,0.512245774269104,0.1946197748184204,-0.3838992416858673,0.4990020990371704,0.19475364685058594,-0.38392508029937744,0.48820289969444275,0.19497321546077728,-0.3842104971408844,0.5898219347000122,0.20778410136699677,-0.1867363154888153,0.47385698556900024,0.20937979221343994,-0.2064579576253891,0.5543373227119446,0.25525128841400146,-0.33841344714164734,0.5094591975212097,0.25895875692367554,-0.3444109857082367,0.6769207119941711,0.39420241117477417,-0.06875115633010864,0.4074071943759918,0.39565515518188477,-0.17427507042884827,0.7320173382759094,0.6034272313117981,0.057768672704696655,0.3743755519390106,0.6103039383888245,-0.20530202984809875,0.7556952834129333,0.7895147204399109,-0.0821935310959816,0.38445550203323364,0.8103858232498169,-0.43939587473869324,0.7673052549362183,0.8479622602462769,-0.13550910353660583,0.3686172664165497,0.8769909739494324,-0.5043733716011047,0.7440756559371948,0.8488205671310425,-0.19314229488372803,0.3935128450393677,0.8743377923965454,-0.5661715865135193,0.734934389591217,0.8329893946647644,-0.10550598055124283,0.4046829640865326,0.8539212942123413,-0.46733757853507996,0.6578541994094849,0.7990278005599976,0.04314393177628517,0.4909907579421997,0.8150641918182373,-0.04206462949514389,0.6697424054145813,1.1079936027526855,-0.015835454687476158,0.4783671200275421,1.0832327604293823,0.049205221235752106,0.6932323575019836,1.3544093370437622,0.49370241165161133,0.5045136213302612,1.3674184083938599,0.4364936053752899,0.7002553939819336,1.3912436962127686,0.5332907438278198,0.5047812461853027,1.4025635719299316,0.46664124727249146,0.6872768998146057,1.4497252702713013,0.3329283595085144,0.5300359725952148,1.466468095779419,0.21029645204544067,0.0,0
675,8.949581341213722e-05,0.00012030742420855964,0.530832827091217,0.22356322407722473,-0.4097825884819031,0.550033688545227,0.19386018812656403,-0.379047691822052,0.5605623126029968,0.19388704001903534,-0.37906020879745483,0.5715410113334656,0.1939820796251297,-0.3791254162788391,0.5122814178466797,0.1939864307641983,-0.38310015201568604,0.49900442361831665,0.194083571434021,-0.38307425379753113,0.4882051348686218,0.1942925751209259,-0.38334259390830994,0.5896749496459961,0.20732201635837555,-0.1827201545238495,0.47382694482803345,0.20880641043186188,-0.20286308228969574,0.5543195009231567,0.2550784647464752,-0.3368411958217621,0.5095642805099487,0.25888293981552124,-0.34262827038764954,0.6767821311950684,0.39373353123664856,-0.06520702689886093,0.4076562821865082,0.3956007957458496,-0.17379093170166016,0.732184112071991,0.6034213900566101,0.060362111777067184,0.3743639290332794,0.609714925289154,-0.19865289330482483,0.7557547092437744,0.7896193265914917,-0.07591117173433304,0.38454151153564453,0.8104105591773987,-0.4165371060371399,0.767922580242157,0.8480069041252136,-0.1283854842185974,0.3690808415412903,0.8769742250442505,-0.47869226336479187,0.7441090941429138,0.8488650321960449,-0.1859983503818512,0.3937399685382843,0.8743504881858826,-0.5413413047790527,0.7349298596382141,0.8330033421516418,-0.09924019128084183,0.4048050045967102,0.85420161485672,-0.4445088803768158,0.6579535007476807,0.7999464869499207,0.04436441510915756,0.49081194400787354,0.8156673312187195,-0.043205466121435165,0.6695404052734375,1.1100950241088867,-0.017379721626639366,0.47615137696266174,1.0827969312667847,0.04309540614485741,0.693055272102356,1.3572187423706055,0.49377205967903137,0.5035945177078247,1.3697025775909424,0.4278049170970917,0.7001691460609436,1.3940589427947998,0.5334146618843079,0.5033006072044373,1.404849886894226,0.4573967456817627,0.687184751033783,1.452250599861145,0.33281227946281433,0.529826819896698,1.4687025547027588,0.20020972192287445,0.0,0
676,0.0004873707362906578,0.0001509834008095705,0.5308787822723389,0.22301264107227325,-0.40924787521362305,0.5500119924545288,0.19325879216194153,-0.3784635066986084,0.5605429410934448,0.19324621558189392,-0.378485769033432,0.5715421438217163,0.19325558841228485,-0.3785583972930908,0.5124002695083618,0.19340570271015167,-0.38260704278945923,0.4990285634994507,0.1934952586889267,-0.3825908601284027,0.4882325828075409,0.19369842112064362,-0.38286182284355164,0.5895421504974365,0.20674879848957062,-0.18151624500751495,0.4738188683986664,0.2081645429134369,-0.2021503746509552,0.5543155074119568,0.2548277974128723,-0.33651289343833923,0.5096466541290283,0.2587116062641144,-0.3423575162887573,0.6767248511314392,0.3935418128967285,-0.06392406672239304,0.40767937898635864,0.39558324217796326,-0.17373189330101013,0.7324107885360718,0.6034195423126221,0.061521220952272415,0.3744027018547058,0.6098398566246033,-0.19292853772640228,0.7557921409606934,0.7897655963897705,-0.07764215022325516,0.38461586833000183,0.8108922243118286,-0.3999791741371155,0.7682609558105469,0.8480430245399475,-0.13077962398529053,0.3694343864917755,0.8770144581794739,-0.46070805191993713,0.7441250085830688,0.848890483379364,-0.1883963793516159,0.3938013017177582,0.8746451735496521,-0.5245675444602966,0.7349191904067993,0.8330227136611938,-0.10113848000764847,0.40482088923454285,0.8549884557723999,-0.4281282424926758,0.6581345796585083,0.8007937073707581,0.045172080397605896,0.4905930757522583,0.8164260983467102,-0.04396040737628937,0.6695552468299866,1.1120363473892212,-0.018421025946736336,0.4751990735530853,1.0828534364700317,0.0383569560945034,0.6931466460227966,1.3595995903015137,0.4968891143798828,0.5032703280448914,1.371597170829773,0.42538344860076904,0.7002518177032471,1.3967448472976685,0.5370867848396301,0.5027934908866882,1.406847357749939,0.45523133873939514,0.6874846816062927,1.4546386003494263,0.3334888517856598,0.5298746228218079,1.4708107709884644,0.19688616693019867,0.0,0
677,2.2713221732661363e-05,0.00038820706935394994,0.5309032797813416,0.2225131094455719,-0.4158388376235962,0.5499950051307678,0.1927967071533203,-0.38364556431770325,0.5605332851409912,0.1927713304758072,-0.38364750146865845,0.5715484619140625,0.1927381157875061,-0.38371142745018005,0.5124494433403015,0.19287808239459991,-0.3876959979534149,0.4990313947200775,0.1929098218679428,-0.3876494765281677,0.4882383942604065,0.19305147230625153,-0.3879050612449646,0.5894531011581421,0.20630010962486267,-0.18269719183444977,0.47379669547080994,0.20735976099967957,-0.2031705379486084,0.5543104410171509,0.25458860397338867,-0.34077051281929016,0.5096936821937561,0.25849372148513794,-0.3464871942996979,0.6767181754112244,0.3932933509349823,-0.06417527049779892,0.4076882302761078,0.395309716463089,-0.17398947477340698,0.7325229644775391,0.6036505103111267,0.05583925545215607,0.37450069189071655,0.609796404838562,-0.19394822418689728,0.7557908892631531,0.7901538014411926,-0.09825889766216278,0.384630024433136,0.8109099864959717,-0.41257819533348083,0.7683570384979248,0.8481014966964722,-0.15447568893432617,0.3695170283317566,0.8770055770874023,-0.4774973392486572,0.7441297173500061,0.8489590287208557,-0.21314559876918793,0.39387375116348267,0.8744396567344666,-0.5411861538887024,0.7348781228065491,0.8330938220024109,-0.1226523146033287,0.4048808217048645,0.8549572825431824,-0.44139760732650757,0.6581975817680359,0.8008928298950195,0.04538027569651604,0.4904310405254364,0.8165834546089172,-0.04415910691022873,0.6697404980659485,1.1126359701156616,-0.018342576920986176,0.4752247929573059,1.0811011791229248,0.032328926026821136,0.6934000849723816,1.3585413694381714,0.5170506238937378,0.5035076141357422,1.3704077005386353,0.42619380354881287,0.7005360126495361,1.3955285549163818,0.5608187317848206,0.5029628276824951,1.4054359197616577,0.4572941064834595,0.6886826157569885,1.4540318250656128,0.35386550426483154,0.5322674512863159,1.469786524772644,0.19606511294841766,0.0,0
678,3.238837914135508e-05,0.00013989424724176298,0.5308874845504761,0.2222920060157776,-0.41970402002334595,0.5498485565185547,0.19237208366394043,-0.3866799473762512,0.560238242149353,0.19237902760505676,-0.3866717517375946,0.5713810324668884,0.19229325652122498,-0.38672176003456116,0.5124565362930298,0.19255094230175018,-0.39064207673072815,0.49902090430259705,0.19261588156223297,-0.39057886600494385,0.48823440074920654,0.19273057579994202,-0.3908212184906006,0.5888843536376953,0.20591284334659576,-0.18367871642112732,0.47376111149787903,0.20702852308750153,-0.20389430224895477,0.5542266964912415,0.25430747866630554,-0.3437064290046692,0.5097041130065918,0.258276104927063,-0.3493014872074127,0.676582932472229,0.39306962490081787,-0.0646008551120758,0.4077320694923401,0.3951966464519501,-0.17400145530700684,0.7326371669769287,0.6036734580993652,0.05481364205479622,0.3745129704475403,0.6097297072410583,-0.19166098535060883,0.7557916641235352,0.7902936935424805,-0.09930726140737534,0.3846288025379181,0.8108776211738586,-0.4045805335044861,0.7684351205825806,0.8480957746505737,-0.15551067888736725,0.3695853054523468,0.8768747448921204,-0.46836596727371216,0.7441339492797852,0.8489639163017273,-0.21409904956817627,0.3940672278404236,0.8741701245307922,-0.5322925448417664,0.734854519367218,0.8331295251846313,-0.12366723269224167,0.4050304889678955,0.854917585849762,-0.4332394301891327,0.658220648765564,0.8009044528007507,0.045391183346509933,0.4904044270515442,0.8166640996932983,-0.044169001281261444,0.6698805093765259,1.1129356622695923,-0.01665937900543213,0.47500744462013245,1.0809431076049805,0.030583566054701805,0.6936214566230774,1.358381748199463,0.5264614224433899,0.5036071538925171,1.3700518608093262,0.42607271671295166,0.7006884217262268,1.3952345848083496,0.5713015794754028,0.5030166506767273,1.4048844575881958,0.4574243128299713,0.6892326474189758,1.4537677764892578,0.3644540309906006,0.533349871635437,1.4692761898040771,0.19541126489639282,0.0,0
679,3.552681839257577e-05,0.00014753747381514328,0.5308319330215454,0.22205255925655365,-0.4232190251350403,0.5495925545692444,0.1919494867324829,-0.38983508944511414,0.5597748160362244,0.19199267029762268,-0.38982149958610535,0.57105553150177,0.19188059866428375,-0.38986918330192566,0.5123951435089111,0.19225308299064636,-0.39350998401641846,0.4989374279975891,0.1923752874135971,-0.3934386968612671,0.48815426230430603,0.19249612092971802,-0.39367422461509705,0.5882896184921265,0.20563454926013947,-0.18604013323783875,0.47368237376213074,0.20686973631381989,-0.20505088567733765,0.5541213750839233,0.2539771795272827,-0.34701070189476013,0.5097110867500305,0.25808441638946533,-0.35218092799186707,0.6765276193618774,0.39288103580474854,-0.06665775924921036,0.40778398513793945,0.3951820135116577,-0.1740797907114029,0.7326523661613464,0.6038673520088196,0.05123993754386902,0.37453407049179077,0.6097916960716248,-0.1900925189256668,0.7558044195175171,0.7904406785964966,-0.1048780232667923,0.38462141156196594,0.8109123706817627,-0.3985986113548279,0.7685644030570984,0.8480642437934875,-0.1615164875984192,0.36967819929122925,0.8769025802612305,-0.46157655119895935,0.7441487312316895,0.8489495515823364,-0.2201385349035263,0.39423367381095886,0.874177873134613,-0.5255168080329895,0.7348535060882568,0.8331378102302551,-0.12930913269519806,0.40514713525772095,0.8549639582633972,-0.42712458968162537,0.6582803726196289,0.8007914423942566,0.04536603018641472,0.4903882145881653,0.8166182637214661,-0.044138360768556595,0.6700402498245239,1.1129686832427979,-0.016186006367206573,0.4749651849269867,1.080732822418213,0.029940277338027954,0.6937903761863708,1.358354926109314,0.5272922515869141,0.5036089420318604,1.369956135749817,0.42342448234558105,0.7013288140296936,1.395324945449829,0.5722036957740784,0.50302654504776,1.40480637550354,0.4545305371284485,0.6898248195648193,1.4535259008407593,0.3656572103500366,0.5338045358657837,1.4692277908325195,0.19147507846355438,0.0,0
680,2.8318934519529763e-05,0.00018413095188353704,0.530832052230835,0.22188057005405426,-0.423266738653183,0.5494678020477295,0.19167563319206238,-0.3898867070674896,0.5595190525054932,0.1917278915643692,-0.38987743854522705,0.5708544254302979,0.1916036158800125,-0.38992685079574585,0.512348473072052,0.19202621281147003,-0.3935302793979645,0.4988596439361572,0.19217470288276672,-0.3934604823589325,0.4880744516849518,0.19229748845100403,-0.3936949074268341,0.5876303911209106,0.2054261863231659,-0.1863533854484558,0.47358885407447815,0.2066812664270401,-0.20512226223945618,0.554068386554718,0.25383496284484863,-0.34717023372650146,0.5097227096557617,0.2580038607120514,-0.352293461561203,0.6763726472854614,0.39264416694641113,-0.06712085753679276,0.40779009461402893,0.39517834782600403,-0.1739462912082672,0.7327362298965454,0.6039348840713501,0.049705423414707184,0.3745404779911041,0.6098130941390991,-0.1892240047454834,0.7557910084724426,0.7906243205070496,-0.10678884387016296,0.38462334871292114,0.8109406232833862,-0.40078237652778625,0.7686008214950562,0.8480473756790161,-0.16399256885051727,0.3698074519634247,0.8769271373748779,-0.4655822813510895,0.7441468238830566,0.8489558100700378,-0.2226487249135971,0.39449062943458557,0.8741783499717712,-0.5291396975517273,0.7348212003707886,0.8331946730613708,-0.1311827003955841,0.40531328320503235,0.8549917936325073,-0.42944154143333435,0.6584596037864685,0.8007504940032959,0.04529585689306259,0.4903974235057831,0.8166159391403198,-0.044064607471227646,0.6701720952987671,1.1128417253494263,-0.01630006916821003,0.4749707877635956,1.0807273387908936,0.030848536640405655,0.6945488452911377,1.357909917831421,0.5261979699134827,0.5037025809288025,1.3697155714035034,0.42393171787261963,0.7024410963058472,1.394836664199829,0.5710333585739136,0.5030941963195801,1.4044783115386963,0.4550156891345978,0.6899163126945496,1.453055500984192,0.3652954697608948,0.5343808531761169,1.4689037799835205,0.19272290170192719,0.0,0
